Borrower Number,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10
21,0.1024590163934426,0.1379310344827586,0.1338289962825278,0.1428571428571428,0.0995850622406639,0.1085271317829457,0.1574803149606299,0.1387755102040816,0.1407407407407407
22,0.1447963800904977,0.1217391304347826,0.1123595505617977,0.1088709677419354,0.1388888888888889,0.1330645161290322,0.1004366812227074,0.1196581196581196,0.1124031007751938
23,0.1023890784982935,0.1330645161290322,0.1291512915129151,0.0933333333333333,0.0888888888888888,0.1085271317829457,0.1310861423220973,0.1111111111111111,0.1333333333333333
24,0.1038461538461538,0.1570247933884297,0.131578947368421,0.0933333333333333,0.0995850622406639,0.1335877862595419,0.0965250965250965,0.1111111111111111,0.0858369098712446
25,0.1290322580645161,0.1330645161290322,0.1338289962825278,0.1088709677419354,0.100418410041841,0.1085271317829457,0.1310861423220973,0.139917695473251,0.117408906882591
26,0.1038461538461538,0.1379310344827586,0.1462450592885375,0.0933333333333333,0.1388888888888889,0.1330645161290322,0.1209677419354838,0.1411764705882353,0.1407407407407407
27,0.090566037735849,0.1379310344827586,0.1462450592885375,0.1188524590163934,0.1115702479338843,0.1085271317829457,0.1286307053941908,0.139917695473251,0.1407407407407407
28,0.1038461538461538,0.08,0.0837004405286343,0.1188524590163934,0.1388888888888889,0.1330645161290322,0.1310861423220973,0.1076923076923077,0.117408906882591
29,0.102880658436214,0.1379310344827586,0.1123595505617977,0.1428571428571428,0.1094339622641509,0.1085271317829457,0.1244813278008298,0.1076923076923077,0.1407407407407407
30,0.1038461538461538,0.1440677966101695,0.131578947368421,0.1024590163934426,0.1094339622641509,0.1365461847389558,0.0965250965250965,0.1127272727272727,0.1407407407407407
31,0.1023890784982935,0.1570247933884297,0.1462450592885375,0.1088709677419354,0.131578947368421,0.1085271317829457,0.1310861423220973,0.135593220338983,0.1407407407407407
32,0.1024590163934426,0.1330645161290322,0.1338289962825278,0.1088709677419354,0.100418410041841,0.1085271317829457,0.1310861423220973,0.135593220338983,0.1115537848605577
33,0.090566037735849,0.1217391304347826,0.1271186440677966,0.1088709677419354,0.0995850622406639,0.1346153846153846,0.1574803149606299,0.139917695473251,0.117408906882591
34,0.1447963800904977,0.1535580524344569,0.1462450592885375,0.0933333333333333,0.1388888888888889,0.135593220338983,0.1286307053941908,0.1411764705882353,0.123015873015873
35,0.1290322580645161,0.1570247933884297,0.1462450592885375,0.0933333333333333,0.1388888888888889,0.0877862595419847,0.1004366812227074,0.1127272727272727,0.1333333333333333
36,0.1023890784982935,0.08,0.0837004405286343,0.1088709677419354,0.0888888888888888,0.1346153846153846,0.1209677419354838,0.1127272727272727,0.123015873015873
37,0.1038461538461538,0.1570247933884297,0.108433734939759,0.1088709677419354,0.1148148148148148,0.0877862595419847,0.1004366812227074,0.139917695473251,0.1407407407407407
38,0.1447963800904977,0.1330645161290322,0.1123595505617977,0.1428571428571428,0.1148148148148148,0.1365461847389558,0.1574803149606299,0.139917695473251,0.1333333333333333
39,0.102880658436214,0.1379310344827586,0.108433734939759,0.1024590163934426,0.1115702479338843,0.1335877862595419,0.0965250965250965,0.1111111111111111,0.123015873015873
40,0.1548672566371681,0.1217391304347826,0.108433734939759,0.1024590163934426,0.0995850622406639,0.1365461847389558,0.0965250965250965,0.135593220338983,0.1333333333333333
41,0.1548672566371681,0.1570247933884297,0.1271186440677966,0.1088709677419354,0.100418410041841,0.1346153846153846,0.1004366812227074,0.1411764705882353,0.117408906882591
42,0.1548672566371681,0.08,0.108433734939759,0.1428571428571428,0.1388888888888889,0.0877862595419847,0.1244813278008298,0.1387755102040816,0.1333333333333333
43,0.1024590163934426,0.1440677966101695,0.1123595505617977,0.11328125,0.0995850622406639,0.1346153846153846,0.1310861423220973,0.1411764705882353,0.1407407407407407
44,0.090566037735849,0.1535580524344569,0.108433734939759,0.0933333333333333,0.1115702479338843,0.1346153846153846,0.1310861423220973,0.139917695473251,0.1124031007751938
45,0.1447963800904977,0.1535580524344569,0.1462450592885375,0.1088709677419354,0.1388888888888889,0.1330645161290322,0.1209677419354838,0.1076923076923077,0.123015873015873
46,0.1023890784982935,0.08,0.1271186440677966,0.1024590163934426,0.1388888888888889,0.0877862595419847,0.1286307053941908,0.139917695473251,0.1333333333333333
47,0.1024590163934426,0.1440677966101695,0.1123595505617977,0.11328125,0.0888888888888888,0.1365461847389558,0.1310861423220973,0.1196581196581196,0.1407407407407407
48,0.090566037735849,0.08,0.108433734939759,0.1024590163934426,0.1148148148148148,0.1365461847389558,0.1209677419354838,0.1076923076923077,0.123015873015873
49,0.1038461538461538,0.1390977443609022,0.1462450592885375,0.1428571428571428,0.0995850622406639,0.1335877862595419,0.1244813278008298,0.139917695473251,0.1407407407407407
50,0.1024590163934426,0.1570247933884297,0.1271186440677966,0.1349206349206349,0.1148148148148148,0.1365461847389558,0.1574803149606299,0.1387755102040816,0.117408906882591
51,0.1447963800904977,0.1390977443609022,0.1462450592885375,0.1088709677419354,0.0995850622406639,0.0933333333333333,0.1286307053941908,0.1411764705882353,0.117408906882591
52,0.102880658436214,0.1379310344827586,0.1338289962825278,0.1349206349206349,0.100418410041841,0.1346153846153846,0.1574803149606299,0.1127272727272727,0.123015873015873
53,0.1023890784982935,0.08,0.0837004405286343,0.11328125,0.1115702479338843,0.0877862595419847,0.1209677419354838,0.135593220338983,0.1111111111111111
54,0.1548672566371681,0.1390977443609022,0.131578947368421,0.1358490566037735,0.0995850622406639,0.0877862595419847,0.1244813278008298,0.1127272727272727,0.123015873015873
55,0.1023890784982935,0.1570247933884297,0.0837004405286343,0.1024590163934426,0.1388888888888889,0.0877862595419847,0.1004366812227074,0.1111111111111111,0.123015873015873
56,0.1024590163934426,0.1330645161290322,0.1271186440677966,0.1088709677419354,0.1094339622641509,0.1346153846153846,0.1286307053941908,0.135593220338983,0.1111111111111111
57,0.1447963800904977,0.1570247933884297,0.1271186440677966,0.1358490566037735,0.100418410041841,0.1335877862595419,0.0965250965250965,0.1127272727272727,0.0858369098712446
58,0.1290322580645161,0.08,0.0837004405286343,0.1188524590163934,0.0995850622406639,0.0877862595419847,0.1111111111111111,0.1076923076923077,0.0858369098712446
59,0.090566037735849,0.08,0.131578947368421,0.1349206349206349,0.131578947368421,0.1330645161290322,0.1574803149606299,0.1111111111111111,0.1115537848605577
60,0.090566037735849,0.1379310344827586,0.1271186440677966,0.1188524590163934,0.1148148148148148,0.1365461847389558,0.1310861423220973,0.1196581196581196,0.123015873015873
61,0.1548672566371681,0.1390977443609022,0.0837004405286343,0.11328125,0.100418410041841,0.135593220338983,0.1574803149606299,0.1196581196581196,0.123015873015873
62,0.1548672566371681,0.1570247933884297,0.1291512915129151,0.1428571428571428,0.1388888888888889,0.135593220338983,0.1286307053941908,0.1196581196581196,0.1115537848605577
63,0.1024590163934426,0.08,0.1271186440677966,0.1349206349206349,0.1094339622641509,0.135593220338983,0.1574803149606299,0.135593220338983,0.1124031007751938
64,0.1024590163934426,0.1390977443609022,0.1123595505617977,0.1349206349206349,0.131578947368421,0.1335877862595419,0.1244813278008298,0.1387755102040816,0.0858369098712446
65,0.1548672566371681,0.1379310344827586,0.131578947368421,0.1428571428571428,0.1148148148148148,0.1335877862595419,0.1004366812227074,0.139917695473251,0.1111111111111111
66,0.1447963800904977,0.1440677966101695,0.1123595505617977,0.1188524590163934,0.1388888888888889,0.0877862595419847,0.1310861423220973,0.1196581196581196,0.1115537848605577
67,0.1038461538461538,0.1330645161290322,0.0837004405286343,0.1349206349206349,0.1388888888888889,0.0933333333333333,0.1286307053941908,0.1411764705882353,0.117408906882591
68,0.090566037735849,0.1570247933884297,0.1123595505617977,0.1349206349206349,0.1115702479338843,0.0877862595419847,0.0965250965250965,0.1387755102040816,0.1111111111111111
69,0.1290322580645161,0.1217391304347826,0.1123595505617977,0.1024590163934426,0.1115702479338843,0.1365461847389558,0.1244813278008298,0.1127272727272727,0.123015873015873
70,0.1290322580645161,0.1535580524344569,0.1271186440677966,0.1428571428571428,0.0888888888888888,0.0877862595419847,0.1244813278008298,0.1196581196581196,0.1407407407407407
71,0.1023890784982935,0.1217391304347826,0.1291512915129151,0.1024590163934426,0.0888888888888888,0.1330645161290322,0.1574803149606299,0.1411764705882353,0.1115537848605577
72,0.090566037735849,0.1217391304347826,0.1291512915129151,0.0933333333333333,0.1388888888888889,0.1346153846153846,0.1574803149606299,0.1411764705882353,0.1407407407407407
73,0.1548672566371681,0.1570247933884297,0.131578947368421,0.1358490566037735,0.1388888888888889,0.0933333333333333,0.1310861423220973,0.1111111111111111,0.1111111111111111
74,0.1548672566371681,0.1440677966101695,0.0837004405286343,0.1349206349206349,0.1388888888888889,0.0933333333333333,0.1209677419354838,0.1127272727272727,0.1115537848605577
75,0.1290322580645161,0.08,0.1291512915129151,0.1088709677419354,0.0995850622406639,0.0877862595419847,0.1244813278008298,0.1411764705882353,0.1407407407407407
76,0.1038461538461538,0.1535580524344569,0.1271186440677966,0.1349206349206349,0.0995850622406639,0.0933333333333333,0.1286307053941908,0.1076923076923077,0.1407407407407407
77,0.1447963800904977,0.1330645161290322,0.108433734939759,0.1188524590163934,0.131578947368421,0.0877862595419847,0.0965250965250965,0.135593220338983,0.1124031007751938
78,0.1024590163934426,0.1570247933884297,0.1338289962825278,0.1428571428571428,0.1388888888888889,0.0877862595419847,0.1209677419354838,0.1111111111111111,0.0858369098712446
79,0.1290322580645161,0.1570247933884297,0.1462450592885375,0.1024590163934426,0.131578947368421,0.1365461847389558,0.1244813278008298,0.1111111111111111,0.1124031007751938
80,0.1548672566371681,0.1440677966101695,0.1338289962825278,0.1088709677419354,0.1115702479338843,0.1085271317829457,0.1310861423220973,0.1387755102040816,0.1407407407407407
81,0.1447963800904977,0.1390977443609022,0.108433734939759,0.1188524590163934,0.0888888888888888,0.1330645161290322,0.0965250965250965,0.135593220338983,0.1111111111111111
82,0.1548672566371681,0.1379310344827586,0.1462450592885375,0.1188524590163934,0.131578947368421,0.1346153846153846,0.0965250965250965,0.1387755102040816,0.1407407407407407
83,0.1038461538461538,0.1535580524344569,0.1338289962825278,0.1188524590163934,0.1115702479338843,0.1365461847389558,0.1286307053941908,0.139917695473251,0.117408906882591
84,0.1548672566371681,0.1390977443609022,0.1123595505617977,0.1358490566037735,0.100418410041841,0.0877862595419847,0.1286307053941908,0.1076923076923077,0.1333333333333333
85,0.1024590163934426,0.08,0.1462450592885375,0.1428571428571428,0.131578947368421,0.0933333333333333,0.1310861423220973,0.1127272727272727,0.1407407407407407
86,0.090566037735849,0.1440677966101695,0.1271186440677966,0.1358490566037735,0.1388888888888889,0.1330645161290322,0.0965250965250965,0.1411764705882353,0.117408906882591
87,0.1447963800904977,0.1330645161290322,0.1462450592885375,0.11328125,0.100418410041841,0.1330645161290322,0.1111111111111111,0.139917695473251,0.1124031007751938
88,0.1038461538461538,0.1440677966101695,0.1462450592885375,0.1349206349206349,0.131578947368421,0.135593220338983,0.1310861423220973,0.135593220338983,0.0858369098712446
89,0.090566037735849,0.1570247933884297,0.1338289962825278,0.0933333333333333,0.1115702479338843,0.1346153846153846,0.1111111111111111,0.139917695473251,0.123015873015873
90,0.1447963800904977,0.1330645161290322,0.131578947368421,0.1088709677419354,0.1388888888888889,0.135593220338983,0.1244813278008298,0.1127272727272727,0.123015873015873
91,0.1024590163934426,0.1570247933884297,0.1462450592885375,0.11328125,0.0995850622406639,0.1365461847389558,0.1310861423220973,0.1076923076923077,0.1111111111111111
92,0.090566037735849,0.1440677966101695,0.1123595505617977,0.1428571428571428,0.1388888888888889,0.1346153846153846,0.1574803149606299,0.1127272727272727,0.1407407407407407
93,0.1447963800904977,0.1390977443609022,0.1123595505617977,0.1349206349206349,0.131578947368421,0.0877862595419847,0.1244813278008298,0.1111111111111111,0.123015873015873
94,0.1447963800904977,0.08,0.1462450592885375,0.1188524590163934,0.1148148148148148,0.1330645161290322,0.1286307053941908,0.1127272727272727,0.0858369098712446
95,0.1290322580645161,0.1217391304347826,0.108433734939759,0.1349206349206349,0.1094339622641509,0.1330645161290322,0.1574803149606299,0.1411764705882353,0.0858369098712446
96,0.1447963800904977,0.1217391304347826,0.1123595505617977,0.1428571428571428,0.1388888888888889,0.1085271317829457,0.1286307053941908,0.135593220338983,0.123015873015873
97,0.1290322580645161,0.08,0.131578947368421,0.0933333333333333,0.1148148148148148,0.1346153846153846,0.1286307053941908,0.139917695473251,0.123015873015873
98,0.102880658436214,0.1379310344827586,0.1123595505617977,0.1428571428571428,0.1388888888888889,0.0933333333333333,0.1574803149606299,0.1411764705882353,0.1111111111111111
99,0.1447963800904977,0.1217391304347826,0.1338289962825278,0.1188524590163934,0.131578947368421,0.1365461847389558,0.1244813278008298,0.1196581196581196,0.1111111111111111
100,0.1548672566371681,0.1570247933884297,0.1291512915129151,0.1188524590163934,0.1115702479338843,0.0877862595419847,0.1004366812227074,0.1196581196581196,0.123015873015873
101,0.1023890784982935,0.1570247933884297,0.1338289962825278,0.1088709677419354,0.0888888888888888,0.1085271317829457,0.0965250965250965,0.1196581196581196,0.1124031007751938
102,0.1548672566371681,0.1440677966101695,0.131578947368421,0.1088709677419354,0.1094339622641509,0.1330645161290322,0.0965250965250965,0.135593220338983,0.1124031007751938
103,0.1548672566371681,0.1535580524344569,0.131578947368421,0.1188524590163934,0.100418410041841,0.1365461847389558,0.0965250965250965,0.1111111111111111,0.1333333333333333
104,0.1290322580645161,0.1440677966101695,0.1462450592885375,0.1428571428571428,0.100418410041841,0.0877862595419847,0.0965250965250965,0.1411764705882353,0.117408906882591
105,0.1023890784982935,0.1217391304347826,0.1123595505617977,0.1188524590163934,0.1094339622641509,0.135593220338983,0.1004366812227074,0.1411764705882353,0.1333333333333333
106,0.1290322580645161,0.1570247933884297,0.131578947368421,0.0933333333333333,0.1115702479338843,0.1346153846153846,0.1209677419354838,0.1076923076923077,0.1115537848605577
107,0.1290322580645161,0.1330645161290322,0.1291512915129151,0.0933333333333333,0.1115702479338843,0.0933333333333333,0.1111111111111111,0.1111111111111111,0.123015873015873
108,0.1548672566371681,0.1570247933884297,0.1338289962825278,0.1428571428571428,0.100418410041841,0.1085271317829457,0.1244813278008298,0.135593220338983,0.0858369098712446
109,0.1290322580645161,0.1390977443609022,0.108433734939759,0.1024590163934426,0.131578947368421,0.0933333333333333,0.1286307053941908,0.1411764705882353,0.1407407407407407
110,0.1024590163934426,0.1217391304347826,0.1123595505617977,0.1428571428571428,0.1388888888888889,0.1365461847389558,0.1310861423220973,0.1387755102040816,0.1115537848605577
111,0.1024590163934426,0.1390977443609022,0.1338289962825278,0.1188524590163934,0.100418410041841,0.135593220338983,0.1574803149606299,0.139917695473251,0.1124031007751938
112,0.1548672566371681,0.1330645161290322,0.108433734939759,0.1188524590163934,0.0995850622406639,0.0877862595419847,0.1244813278008298,0.1411764705882353,0.123015873015873
113,0.1447963800904977,0.08,0.1338289962825278,0.1428571428571428,0.1388888888888889,0.1330645161290322,0.1310861423220973,0.1127272727272727,0.1124031007751938
114,0.1038461538461538,0.1570247933884297,0.108433734939759,0.1088709677419354,0.100418410041841,0.1085271317829457,0.1111111111111111,0.135593220338983,0.1111111111111111
115,0.1290322580645161,0.1379310344827586,0.1338289962825278,0.1088709677419354,0.100418410041841,0.0933333333333333,0.1310861423220973,0.135593220338983,0.1111111111111111
116,0.1024590163934426,0.1440677966101695,0.1462450592885375,0.11328125,0.0888888888888888,0.1085271317829457,0.1286307053941908,0.1127272727272727,0.117408906882591
117,0.1548672566371681,0.1217391304347826,0.131578947368421,0.1428571428571428,0.1388888888888889,0.1330645161290322,0.1574803149606299,0.135593220338983,0.1124031007751938
118,0.1038461538461538,0.1570247933884297,0.1123595505617977,0.1088709677419354,0.131578947368421,0.1346153846153846,0.1310861423220973,0.139917695473251,0.1111111111111111
119,0.1548672566371681,0.1330645161290322,0.1338289962825278,0.1188524590163934,0.131578947368421,0.1330645161290322,0.1111111111111111,0.1411764705882353,0.1333333333333333
120,0.102880658436214,0.1570247933884297,0.1462450592885375,0.1358490566037735,0.100418410041841,0.1330645161290322,0.1209677419354838,0.1127272727272727,0.0858369098712446
121,0.090566037735849,0.1330645161290322,0.131578947368421,0.1088709677419354,0.1148148148148148,0.135593220338983,0.1244813278008298,0.135593220338983,0.123015873015873
122,0.1447963800904977,0.08,0.131578947368421,0.1188524590163934,0.1388888888888889,0.1365461847389558,0.1286307053941908,0.1076923076923077,0.117408906882591
123,0.090566037735849,0.1570247933884297,0.1338289962825278,0.1024590163934426,0.0995850622406639,0.1085271317829457,0.1574803149606299,0.135593220338983,0.1333333333333333
124,0.1290322580645161,0.1217391304347826,0.108433734939759,0.1088709677419354,0.131578947368421,0.1346153846153846,0.1286307053941908,0.1127272727272727,0.1124031007751938
125,0.1038461538461538,0.1217391304347826,0.1291512915129151,0.1024590163934426,0.0888888888888888,0.1085271317829457,0.1310861423220973,0.1196581196581196,0.1115537848605577
126,0.090566037735849,0.1535580524344569,0.1291512915129151,0.11328125,0.131578947368421,0.0933333333333333,0.1004366812227074,0.139917695473251,0.1111111111111111
127,0.1024590163934426,0.1217391304347826,0.0837004405286343,0.1088709677419354,0.100418410041841,0.1085271317829457,0.1004366812227074,0.139917695473251,0.1407407407407407
128,0.1023890784982935,0.1379310344827586,0.1271186440677966,0.1428571428571428,0.131578947368421,0.135593220338983,0.1111111111111111,0.1076923076923077,0.1124031007751938
129,0.1024590163934426,0.1570247933884297,0.131578947368421,0.0933333333333333,0.1148148148148148,0.0877862595419847,0.1286307053941908,0.1387755102040816,0.123015873015873
130,0.090566037735849,0.1217391304347826,0.1271186440677966,0.1349206349206349,0.1388888888888889,0.1346153846153846,0.1574803149606299,0.1076923076923077,0.1333333333333333
131,0.1447963800904977,0.1570247933884297,0.108433734939759,0.0933333333333333,0.131578947368421,0.1085271317829457,0.1209677419354838,0.1196581196581196,0.123015873015873
132,0.102880658436214,0.1390977443609022,0.1291512915129151,0.0933333333333333,0.1388888888888889,0.0933333333333333,0.1286307053941908,0.1387755102040816,0.1407407407407407
133,0.1548672566371681,0.1217391304347826,0.0837004405286343,0.1349206349206349,0.0888888888888888,0.1335877862595419,0.1310861423220973,0.1196581196581196,0.1333333333333333
134,0.1447963800904977,0.1217391304347826,0.1271186440677966,0.1349206349206349,0.1115702479338843,0.1365461847389558,0.1310861423220973,0.1411764705882353,0.1124031007751938
135,0.1024590163934426,0.1440677966101695,0.0837004405286343,0.1349206349206349,0.0995850622406639,0.135593220338983,0.1209677419354838,0.1111111111111111,0.1111111111111111
136,0.1290322580645161,0.1440677966101695,0.131578947368421,0.11328125,0.0995850622406639,0.1335877862595419,0.1310861423220973,0.1127272727272727,0.1115537848605577
137,0.1447963800904977,0.1217391304347826,0.1271186440677966,0.1188524590163934,0.1094339622641509,0.1346153846153846,0.1574803149606299,0.1387755102040816,0.1124031007751938
138,0.1447963800904977,0.1379310344827586,0.1271186440677966,0.1024590163934426,0.100418410041841,0.0933333333333333,0.1286307053941908,0.135593220338983,0.123015873015873
139,0.090566037735849,0.1440677966101695,0.1291512915129151,0.1188524590163934,0.1094339622641509,0.0877862595419847,0.0965250965250965,0.1111111111111111,0.1124031007751938
140,0.1023890784982935,0.1570247933884297,0.1271186440677966,0.1024590163934426,0.1094339622641509,0.0877862595419847,0.1209677419354838,0.1127272727272727,0.123015873015873
141,0.1447963800904977,0.1390977443609022,0.1123595505617977,0.1188524590163934,0.1148148148148148,0.1346153846153846,0.1310861423220973,0.1127272727272727,0.117408906882591
142,0.1023890784982935,0.08,0.1291512915129151,0.11328125,0.131578947368421,0.1085271317829457,0.1244813278008298,0.1387755102040816,0.0858369098712446
143,0.1447963800904977,0.1535580524344569,0.108433734939759,0.0933333333333333,0.1388888888888889,0.135593220338983,0.1004366812227074,0.135593220338983,0.1124031007751938
144,0.1038461538461538,0.1217391304347826,0.131578947368421,0.1188524590163934,0.0888888888888888,0.1365461847389558,0.1244813278008298,0.1111111111111111,0.0858369098712446
145,0.1038461538461538,0.1217391304347826,0.1462450592885375,0.1088709677419354,0.1094339622641509,0.0877862595419847,0.1286307053941908,0.1076923076923077,0.0858369098712446
146,0.090566037735849,0.1390977443609022,0.131578947368421,0.1188524590163934,0.0888888888888888,0.1085271317829457,0.1111111111111111,0.1196581196581196,0.1407407407407407
147,0.1024590163934426,0.1440677966101695,0.1291512915129151,0.1188524590163934,0.1094339622641509,0.1335877862595419,0.1310861423220973,0.1411764705882353,0.0858369098712446
148,0.1023890784982935,0.1390977443609022,0.1338289962825278,0.1088709677419354,0.0888888888888888,0.0877862595419847,0.1286307053941908,0.1076923076923077,0.1407407407407407
149,0.1447963800904977,0.08,0.1123595505617977,0.1024590163934426,0.0888888888888888,0.1365461847389558,0.1209677419354838,0.139917695473251,0.1124031007751938
150,0.1038461538461538,0.1217391304347826,0.1123595505617977,0.1188524590163934,0.1115702479338843,0.0933333333333333,0.1574803149606299,0.1387755102040816,0.1333333333333333
151,0.1447963800904977,0.1217391304347826,0.1271186440677966,0.11328125,0.1094339622641509,0.0933333333333333,0.1209677419354838,0.1411764705882353,0.123015873015873
152,0.1548672566371681,0.1330645161290322,0.1271186440677966,0.1358490566037735,0.1094339622641509,0.1365461847389558,0.1111111111111111,0.1076923076923077,0.1124031007751938
153,0.1038461538461538,0.1440677966101695,0.1271186440677966,0.1024590163934426,0.1094339622641509,0.1365461847389558,0.1310861423220973,0.1127272727272727,0.1407407407407407
154,0.102880658436214,0.1570247933884297,0.1271186440677966,0.0933333333333333,0.100418410041841,0.1365461847389558,0.0965250965250965,0.139917695473251,0.1115537848605577
155,0.1024590163934426,0.1330645161290322,0.0837004405286343,0.1358490566037735,0.1094339622641509,0.0877862595419847,0.1209677419354838,0.1387755102040816,0.1333333333333333
156,0.102880658436214,0.1217391304347826,0.1271186440677966,0.1428571428571428,0.1115702479338843,0.0877862595419847,0.0965250965250965,0.1196581196581196,0.1124031007751938
157,0.1447963800904977,0.1330645161290322,0.1123595505617977,0.0933333333333333,0.1115702479338843,0.1330645161290322,0.1286307053941908,0.135593220338983,0.123015873015873
158,0.102880658436214,0.1535580524344569,0.1338289962825278,0.1024590163934426,0.100418410041841,0.1085271317829457,0.1310861423220973,0.1111111111111111,0.1115537848605577
159,0.1038461538461538,0.1379310344827586,0.1462450592885375,0.1088709677419354,0.0888888888888888,0.135593220338983,0.1244813278008298,0.1127272727272727,0.123015873015873
160,0.1290322580645161,0.1217391304347826,0.1123595505617977,0.1088709677419354,0.100418410041841,0.1085271317829457,0.1004366812227074,0.1076923076923077,0.1407407407407407
161,0.1548672566371681,0.1379310344827586,0.1291512915129151,0.1188524590163934,0.0995850622406639,0.0933333333333333,0.1574803149606299,0.139917695473251,0.117408906882591
162,0.1023890784982935,0.08,0.1271186440677966,0.11328125,0.0995850622406639,0.1365461847389558,0.1209677419354838,0.1127272727272727,0.1115537848605577
163,0.090566037735849,0.1330645161290322,0.1291512915129151,0.0933333333333333,0.1094339622641509,0.1330645161290322,0.1310861423220973,0.135593220338983,0.0858369098712446
164,0.1447963800904977,0.1440677966101695,0.1462450592885375,0.1349206349206349,0.0995850622406639,0.1346153846153846,0.1209677419354838,0.1196581196581196,0.1124031007751938
165,0.1548672566371681,0.1440677966101695,0.1291512915129151,0.1024590163934426,0.0888888888888888,0.0933333333333333,0.1244813278008298,0.1127272727272727,0.0858369098712446
166,0.1548672566371681,0.1390977443609022,0.1291512915129151,0.1024590163934426,0.1148148148148148,0.1335877862595419,0.1111111111111111,0.1076923076923077,0.1124031007751938
167,0.1290322580645161,0.1390977443609022,0.1291512915129151,0.1188524590163934,0.131578947368421,0.1330645161290322,0.0965250965250965,0.1411764705882353,0.1407407407407407
168,0.090566037735849,0.1379310344827586,0.1291512915129151,0.1349206349206349,0.1094339622641509,0.1085271317829457,0.1209677419354838,0.1411764705882353,0.1124031007751938
169,0.1023890784982935,0.1379310344827586,0.1123595505617977,0.1349206349206349,0.100418410041841,0.1335877862595419,0.1209677419354838,0.1196581196581196,0.123015873015873
170,0.102880658436214,0.1440677966101695,0.0837004405286343,0.1088709677419354,0.1388888888888889,0.135593220338983,0.1209677419354838,0.1411764705882353,0.1407407407407407
171,0.090566037735849,0.1379310344827586,0.131578947368421,0.1358490566037735,0.1388888888888889,0.0877862595419847,0.0965250965250965,0.1127272727272727,0.1115537848605577
